Gene_ID	WT1	WT2	WT3	DDX5KD1	DDX5KD2	DDX5KD3
ENSG00000039600	6	2	2	31	2	10
ENSG00000039650	1724	1659	2438	1894	2644	3117
ENSG00000039987	1	1	3	4	2	1
ENSG00000040199	3574	3189	4722	3657	3756	3600
ENSG00000040275	5478	4425	6034	4175	3723	3217
ENSG00000040341	13228	12648	16858	16963	15178	13260
ENSG00000040487	2308	2201	2897	1976	2884	3166
ENSG00000040531	1069	1108	1459	873	1140	1199
ENSG00000040608	235	207	309	251	652	652
ENSG00000040633	3510	2995	4088	2758	3095	2761
ENSG00000040731	0	0	1	30	0	1
ENSG00000040933	3865	3603	5232	4564	4759	5043
ENSG00000041353	2	12	0	45	1	2
ENSG00000041357	17149	13547	17248	10419	9305	7144
ENSG00000041515	6034	5947	8233	9745	9467	8165
ENSG00000041802	10980	10379	14280	11160	10848	9970
ENSG00000041880	639	624	879	501	515	580
ENSG00000041982	11	2	11	40	8	4
ENSG00000041988	1361	1322	1615	1354	1690	1767
ENSG00000042062	60	59	51	209	223	260
ENSG00000042088	5141	4712	6799	6805	6686	6088
ENSG00000042286	978	964	1291	659	721	823
ENSG00000042304	0	0	1	12	0	0
ENSG00000042317	602	495	748	662	611	504
ENSG00000042429	163	149	203	182	213	177
ENSG00000042445	1901	1765	2412	1213	1342	1241
ENSG00000042493	1422	1289	1530	1278	1451	1263
ENSG00000042753	4255	3616	5234	3033	4491	4077
ENSG00000042781	63	64	80	288	72	60
ENSG00000042813	4	1	6	62	0	2
ENSG00000042832	14	14	11	98	25	23
ENSG00000042980	7	5	8	16	0	1
ENSG00000043039	1	0	3	8	0	3
ENSG00000043093	15257	13321	17496	11528	10577	8087
ENSG00000043143	3540	3278	4823	3430	4295	4442
ENSG00000043355	1473	1217	1835	1116	1375	1654
ENSG00000043462	1	0	2	9	0	0
ENSG00000043514	2368	2105	3044	2582	2526	2440
ENSG00000043591	4	3	1	7	10	5
ENSG00000044012	0	1	0	1	0	0
ENSG00000044090	2624	2456	3647	3823	4792	5332
ENSG00000044115	22046	19919	28583	23728	24277	24294
ENSG00000044446	3799	3739	5350	5819	6575	7109
ENSG00000044459	8979	8624	11350	8375	7841	6513
ENSG00000044524	19745	19423	24913	32592	30083	24761
ENSG00000044574	23471	20581	30058	44369	45812	47527
ENSG00000046604	11	6	8	14	6	3
ENSG00000046647	1002	928	1223	781	781	634
ENSG00000046651	4607	4163	5710	6153	6090	5641
ENSG00000046653	25977	23450	31830	33303	34443	27811
ENSG00000046774	2	0	0	7	5	0
ENSG00000046889	276	277	353	94	22	29
ENSG00000047056	1527	1483	2122	2049	2126	2234
ENSG00000047188	7569	7097	9695	9310	8453	7471
ENSG00000047230	7051	6405	8953	8419	8404	7974
ENSG00000047249	4492	4213	6168	3930	3898	3596
ENSG00000047315	18821	16605	21893	17238	15970	13004
ENSG00000047346	1622	1674	2323	2110	1828	1647
ENSG00000047365	6761	6282	8525	5183	4715	3886
ENSG00000047410	37883	33795	46083	52568	47059	40310
ENSG00000047457	2	0	1	18	1	0
ENSG00000047578	3497	3362	4855	4856	5393	6359
ENSG00000047579	2661	2593	3494	3932	3828	3868
ENSG00000047597	0	0	0	0	0	0
ENSG00000047617	8	9	7	113	7	2
ENSG00000047621	4631	4103	5331	3977	3631	2961
ENSG00000047634	2418	2209	2958	2908	2934	2638
ENSG00000047644	4701	4409	6520	6378	7771	7954
ENSG00000047648	10085	10391	13006	17145	16497	15762
ENSG00000047662	34	36	38	101	59	83
ENSG00000047849	15285	14614	21723	18396	20320	23220
ENSG00000047932	1426	1214	1758	1207	1444	1166
ENSG00000047936	37	44	54	24	9	14
ENSG00000048028	3960	3748	5427	2038	2190	1864
ENSG00000048052	123142	122928	162031	140976	130253	105973
ENSG00000048140	1716	1751	2314	1662	2042	2003
ENSG00000048162	2129	1727	2410	1914	1988	1755
ENSG00000048342	4778	4608	6435	3910	3998	3613
ENSG00000048392	2993	2778	3527	2532	2166	1702
ENSG00000048405	9156	8630	11972	8711	8448	6390
ENSG00000048462	1	0	0	1	1	0
ENSG00000048471	2363	2472	3428	3671	3960	4532
ENSG00000048540	8663	8456	11139	17446	16052	13523
ENSG00000048544	5938	5146	7020	5987	5866	4387
ENSG00000048545	1	6	1	0	5	2
ENSG00000048649	9840	9004	12394	11922	11279	10501
ENSG00000048707	10968	10427	14916	14798	15015	14475
ENSG00000048740	219	168	298	124	18	14
ENSG00000048828	11048	10258	15437	12894	15018	13931
ENSG00000048991	7221	6860	9835	9345	9009	8773
ENSG00000049089	384	348	537	387	519	590
ENSG00000049130	7901	7478	10019	8551	7938	5962
ENSG00000049167	4111	3532	4730	3847	3722	3034
ENSG00000049192	1597	1575	1958	1219	1071	851
ENSG00000049239	4412	4078	6031	4517	5348	6053
ENSG00000049245	6083	5468	7382	5470	5533	4534
ENSG00000049246	954	746	1285	911	1014	979
ENSG00000049247	58	58	84	23	20	24
ENSG00000049249	2364	2123	3020	1662	1690	1604
ENSG00000049283	2	5	19	13	7	16
ENSG00000049323	25717	23726	33493	27755	28063	26858
ENSG00000049449	3043	2790	3459	2975	2594	2091
ENSG00000049540	617	470	636	702	1058	1126
ENSG00000049541	10413	9171	12862	7750	8285	7962
ENSG00000049618	18872	17963	26000	30415	32340	33020
ENSG00000049656	15353	13662	19560	11167	12886	12357
ENSG00000049759	7821	7351	10518	11505	11382	11355
ENSG00000049768	4	12	4	10	7	7
ENSG00000049769	956	870	1268	507	702	746
ENSG00000049860	14482	12331	17486	14688	14203	11553
ENSG00000049883	3360	2959	4221	2672	2518	2287
ENSG00000050030	13	15	17	30	14	12
ENSG00000050130	6568	5272	6957	4690	4464	3167
ENSG00000050165	1990	1829	2502	2485	2768	2725
ENSG00000050327	0	0	0	2	0	1
ENSG00000050344	590	510	710	914	879	727
ENSG00000050393	4972	4182	5797	4397	4753	4111
ENSG00000050405	21432	19288	25721	21179	20095	17523
ENSG00000050426	2197	1953	2671	1951	2047	1987
ENSG00000050438	486	434	693	181	195	181
ENSG00000050555	768	715	1097	522	738	889
ENSG00000050628	786	839	1069	103	43	74
ENSG00000050730	0	0	0	19	1	0
ENSG00000050748	4548	4427	5936	4358	4504	4090
ENSG00000050767	224	182	292	270	174	181
ENSG00000050820	5519	5283	7556	4866	9241	10555
ENSG00000051009	879	786	1121	1074	1319	1289
ENSG00000051108	2365	1993	2659	2795	3037	2750
ENSG00000051128	498	427	605	508	718	794
ENSG00000051180	1	2	5	1	0	0
ENSG00000051341	4517	4334	5684	5144	4860	4358
ENSG00000051382	3512	3443	4814	4241	4192	3948
ENSG00000051523	12	10	15	1	8	21
ENSG00000051596	2657	2435	3059	1618	1986	1877
ENSG00000051620	2983	2352	3384	2981	3219	2756
ENSG00000051825	11169	9996	13540	10078	9363	8514
ENSG00000052126	8588	8374	11230	13512	12515	11198
ENSG00000052344	12	1	18	14	15	20
ENSG00000052723	6158	5794	7623	4599	4599	3184
ENSG00000052749	4542	3550	5681	4025	5332	5767
ENSG00000052795	4685	4538	6394	5572	5822	5012
ENSG00000052802	5121	4591	6419	6405	6036	4083
ENSG00000052841	6910	6648	9401	10411	10479	9074
ENSG00000052850	52	45	52	26	28	24
ENSG00000053108	649	581	871	1030	1040	998
ENSG00000053254	11373	10544	15546	12309	13190	12791
ENSG00000053328	0	5	1	34	3	4
ENSG00000053371	5463	4974	6829	2992	3982	3656
ENSG00000053372	10391	8677	11803	7646	8289	7732
ENSG00000053438	0	0	0	2	0	1
ENSG00000053501	775	652	961	962	1058	1092
ENSG00000053524	176	154	256	179	80	73
ENSG00000053702	11	7	14	19	17	11
ENSG00000053747	34	27	50	83	13	19
ENSG00000053770	7364	6223	8319	5479	4988	3694
ENSG00000053900	4467	3945	5474	4366	3937	3357
ENSG00000053918	78	77	106	413	214	221
ENSG00000054116	3085	2444	3494	1997	2102	1782
ENSG00000054118	15531	13877	19421	13968	14540	13858
ENSG00000054148	1522	1177	1629	839	1153	953
ENSG00000054179	14	8	16	12	15	13
ENSG00000054219	0	0	0	0	0	0
ENSG00000054267	5413	5200	7042	8134	7487	6696
ENSG00000054277	946	887	1229	1447	1429	1022
ENSG00000054282	5827	5618	7642	6742	6703	5950
ENSG00000054356	13	4	17	5	11	11
ENSG00000054392	8028	8050	10410	5468	5640	5463
ENSG00000054523	15989	15004	21650	22983	22038	20874
ENSG00000054598	4061	3246	5150	3915	4528	4073
ENSG00000054611	2825	2708	3844	4408	5025	5901
ENSG00000054654	29953	29601	39790	33714	30965	30386
ENSG00000054690	152	115	159	120	156	171
ENSG00000054793	5253	5017	7366	8077	8628	9326
ENSG00000054796	0	0	0	3	0	0
ENSG00000054803	0	0	0	0	0	0
ENSG00000054938	23	6	12	25	34	40
ENSG00000054965	8528	8649	12301	12052	12548	12596
ENSG00000054967	2073	1921	2529	2317	3238	3905
ENSG00000054983	577	462	599	1017	870	710
ENSG00000055044	10437	8670	11641	8926	8196	6996
ENSG00000055070	16931	14342	22147	13797	17471	18071
ENSG00000055118	6206	5902	8197	4214	7110	6912
ENSG00000055130	18132	16612	23534	20409	19935	17860
ENSG00000055147	1953	1762	2252	1926	1819	1425
ENSG00000055163	3016	2897	4086	3033	3426	3377
ENSG00000055208	24796	23603	33450	30323	29437	25656
ENSG00000055211	6406	5804	8101	5869	5711	4978
ENSG00000055332	15339	13462	19803	10747	10319	9086
ENSG00000055483	3306	3107	4504	3704	4665	5466
ENSG00000055609	42125	39283	56220	55796	56632	55444
ENSG00000055732	49	25	51	37	34	31
ENSG00000055813	0	0	0	0	0	0
ENSG00000055917	22834	20497	28556	17074	16843	13867
ENSG00000055950	2449	2125	3000	1681	2152	1827
ENSG00000055955	1	0	0	0	0	0
ENSG00000055957	1	0	0	1	1	3
ENSG00000056050	1942	1529	2138	1896	1710	1323
ENSG00000056097	19716	17353	23249	11462	10676	8553
ENSG00000056277	3253	2995	4084	1862	1863	1490
ENSG00000056291	0	5	6	23	0	1
ENSG00000056487	1807	1721	2503	2447	3164	4197
ENSG00000056558	170	170	242	269	314	296
ENSG00000056586	17941	16104	21862	13133	12158	10333
ENSG00000056736	1270	1095	1501	1240	1204	1235
ENSG00000056972	174	186	261	130	109	122
ENSG00000056998	12	6	4	11	7	7
ENSG00000057019	17560	15714	22019	24849	24509	19988
ENSG00000057149	0	0	0	1	0	0
ENSG00000057252	8831	7436	10841	11324	10914	8918
ENSG00000057294	4469	4231	6054	455	496	468
ENSG00000057468	392	437	595	930	956	840
ENSG00000057593	3	2	0	4	2	2
ENSG00000057608	31523	26534	35967	23711	21851	17798
ENSG00000057657	463	399	583	840	957	833
ENSG00000057663	9906	9504	11865	10405	9427	7885
ENSG00000057704	4	0	7	26	0	1
ENSG00000057757	5299	4804	6451	4902	5452	4761
ENSG00000057935	5546	4970	7155	5279	5192	5112
ENSG00000058056	13415	12293	17849	15535	15625	14966
ENSG00000058063	18287	16349	22782	19012	17700	13977
ENSG00000058085	109	127	170	114	109	120
ENSG00000058091	25600	26267	34715	44380	41413	38090
ENSG00000058262	16464	15570	21219	17745	20845	19740
ENSG00000058272	21491	19383	26501	22842	21830	18070
ENSG00000058335	24	17	39	24	4	9
ENSG00000058404	37	28	43	62	38	51
ENSG00000058453	15180	12204	19046	9128	14368	16696
ENSG00000058600	4403	4280	5811	4382	5718	5746
ENSG00000058668	2183	2063	3095	848	753	888
ENSG00000058673	0	1	4	0	0	0
ENSG00000058729	5334	4484	5764	3460	2948	2314
ENSG00000058799	2312	2164	2948	2593	2635	2266
ENSG00000058804	14594	12885	17075	10951	10733	7783
ENSG00000058866	1881	1684	2330	256	198	211
ENSG00000059122	8311	7720	10844	5357	8565	9606
ENSG00000059145	850	724	1086	932	1560	1872
ENSG00000059377	1054	940	1316	1266	1410	1299
ENSG00000059378	3826	3638	5292	2570	2755	2655
ENSG00000059573	14900	13734	19847	14753	15625	13764
ENSG00000059588	4884	4826	5907	6462	6124	5560
ENSG00000059691	1623	1455	1826	1256	1349	1220
ENSG00000059728	734	705	1015	753	885	754
ENSG00000059758	7694	7142	9809	8832	8154	6772
ENSG00000059769	0	0	0	0	0	0
ENSG00000059804	112	102	121	609	610	494
ENSG00000059915	173	149	193	104	119	137
ENSG00000060069	2247	2098	3077	2292	3202	3542
ENSG00000060138	5247	3970	6490	2585	2889	2578
ENSG00000060140	19	32	34	23	4	11
ENSG00000060237	23584	22518	32592	27249	30070	30217
ENSG00000060303	3	0	0	0	1	0
ENSG00000060339	11122	9060	13263	10495	10556	9801
ENSG00000060491	2099	1830	2464	1963	2862	2940
ENSG00000060558	149	132	172	37	39	40
ENSG00000060566	1	0	1	5	0	1
ENSG00000060642	786	746	953	614	618	708
ENSG00000060656	451	426	587	605	816	869
ENSG00000060688	7696	6592	9196	5763	5817	5178
ENSG00000060709	20	17	15	122	38	43
ENSG00000060718	20	16	15	44	4	2
ENSG00000060749	14931	14517	19602	16752	15443	12842
ENSG00000060762	1375	1197	1715	1793	1797	1366
ENSG00000060971	1981	1648	2227	1543	1687	1963
ENSG00000060982	10292	9409	12487	3321	3187	2381
ENSG00000061273	3472	3151	4844	3806	5597	6442
ENSG00000061337	4704	4144	6585	4907	6786	7471
ENSG00000061455	3793	3901	5144	3363	3411	3018
ENSG00000061492	0	1	0	0	0	0
ENSG00000061656	101	114	125	172	227	207
ENSG00000061676	25833	23430	32664	26389	23962	18823
ENSG00000061794	6105	5558	7579	5389	5063	4069
ENSG00000061918	3192	2730	3950	2763	2693	2141
ENSG00000061936	5038	4541	6753	6473	7480	8185
ENSG00000061938	2968	2462	3848	3117	4905	6090
ENSG00000061987	9195	8908	12262	10907	10718	9193
ENSG00000062038	1721	1656	2348	5105	6029	5880
ENSG00000062096	2	1	0	4	0	2
ENSG00000062194	15048	13554	17774	14607	12862	11272
ENSG00000062282	2176	1958	2954	1776	2084	2083
ENSG00000062370	597	538	743	890	699	516
ENSG00000062485	10409	9458	14112	10417	11629	11605
ENSG00000062524	70	80	98	91	81	138
ENSG00000062582	0	0	0	0	0	0
ENSG00000062598	2529	2258	3251	3891	4317	4193
ENSG00000062650	8224	7354	10380	8827	8695	7377
ENSG00000062716	18457	17077	23444	18191	18358	14934
ENSG00000062725	10522	9609	13375	10923	10457	8846
ENSG00000062822	3144	2990	4103	1978	3042	3535
ENSG00000063015	996	962	1443	251	345	457
ENSG00000063046	46336	43322	60181	45441	45714	38524
ENSG00000063127	47	38	106	68	93	79
ENSG00000063169	0	0	0	0	0	0
ENSG00000063176	1215	1183	1601	1194	1980	2327
ENSG00000063177	35139	28904	42087	26935	34866	31713
ENSG00000063180	26	14	17	22	23	17
ENSG00000063241	3531	3694	4702	2424	3648	3315
ENSG00000063244	16768	14248	19816	12534	17018	17881
ENSG00000063245	3998	3513	5428	3698	7124	8926
ENSG00000063322	2191	1911	2743	3213	4056	3992
ENSG00000063438	5111	4822	7112	5821	7263	8712
ENSG00000063515	0	0	2	0	0	0
ENSG00000063587	5082	5042	7266	4299	4971	4693
ENSG00000063601	7304	6570	9438	5816	6266	6000
ENSG00000063660	5453	5036	7218	3296	5931	6601
ENSG00000063761	550	475	762	1068	1220	1250
ENSG00000063854	2172	1717	2524	2163	2655	2649
ENSG00000063978	7504	6347	9711	7889	8593	8509
ENSG00000064012	3326	2931	4025	2413	2208	1967
ENSG00000064042	79	54	97	154	88	63
ENSG00000064102	4561	3819	5065	3843	3473	2825
ENSG00000064115	8418	7580	10401	6360	6237	5443
ENSG00000064195	129	103	171	92	103	132
ENSG00000064199	1142	923	1266	381	353	234
ENSG00000064201	16	11	16	48	84	89
ENSG00000064205	17	20	28	97	112	108
ENSG00000064218	810	628	945	828	953	896
ENSG00000064225	9	10	9	92	11	5
ENSG00000064270	11	6	15	26	2	2
ENSG00000064300	296	181	330	73	83	95
ENSG00000064309	12522	12504	17583	8059	8150	7427
ENSG00000064313	8760	7947	11143	9277	8504	7381
ENSG00000064393	24436	22795	35351	35907	41422	42722
ENSG00000064419	20103	18812	26880	23280	24228	22038
ENSG00000064489	107	102	150	123	117	186
ENSG00000064490	1833	1820	2476	3699	4454	4363
ENSG00000064545	2382	2138	3211	2413	4024	4151
ENSG00000064547	390	369	540	683	1012	1092
ENSG00000064601	2990	2210	3824	3301	4360	4277
ENSG00000064607	11869	11577	16699	14681	16415	17571
ENSG00000064651	26599	24284	32932	20255	19496	15852
ENSG00000064652	4214	3988	5606	4797	4727	4385
ENSG00000064655	689	543	855	106	26	13
ENSG00000064666	12275	10510	16931	17150	22874	23625
ENSG00000064687	521	511	727	383	691	980
ENSG00000064692	10912	9963	13754	3298	3406	2699
ENSG00000064703	4403	4000	5112	3533	3389	2738
ENSG00000064726	9401	8372	11099	5665	5522	4745
ENSG00000064763	2484	2385	3131	2568	2307	2085
ENSG00000064787	9	11	17	42	3	5
ENSG00000064835	0	3	1	4	0	0
ENSG00000064886	6	10	10	25	2	3
ENSG00000064932	2751	2360	3700	2580	4679	6001
ENSG00000064933	4589	4037	5757	4629	4493	3669
ENSG00000064961	3895	3440	4757	2612	3554	3877
ENSG00000064989	739	597	734	484	375	267
ENSG00000064995	3741	3349	4479	4166	4182	3406
ENSG00000064999	6622	6254	9188	10592	11914	12478
ENSG00000065000	14237	11927	18738	16239	22195	25898
ENSG00000065029	1093	1196	1553	576	593	737
ENSG00000065054	1142	893	1571	1421	2329	2528
ENSG00000065057	2630	2419	3086	1757	2462	2382
ENSG00000065060	9683	9021	13204	9758	10488	9877
ENSG00000065135	19707	17091	22525	15639	14489	11490
ENSG00000065150	33405	29089	39754	27975	25964	21734
ENSG00000065154	3577	2885	3743	2404	2335	1747
ENSG00000065183	14129	12139	15350	12548	11085	9265
ENSG00000065243	16875	15483	21168	12831	11502	9836
ENSG00000065268	2836	2497	3615	2467	4422	4458
ENSG00000065308	6431	5993	8781	8966	10017	10092
ENSG00000065320	462	449	647	404	428	532
ENSG00000065325	2	3	0	9	0	0
ENSG00000065328	4155	3879	5506	4590	4420	4130
ENSG00000065357	640	560	672	356	401	394
ENSG00000065361	82	64	102	64	61	63
ENSG00000065371	0	3	0	5	0	0
ENSG00000065413	2892	2766	3688	3598	3573	3297
ENSG00000065427	14574	12734	17697	12475	11936	10450
ENSG00000065457	1184	1140	1682	1074	1194	1175
ENSG00000065485	3058	2794	4051	3440	3952	4097
ENSG00000065491	2371	2152	3144	3208	3476	3514
ENSG00000065518	4366	3201	4918	2613	2992	2018
ENSG00000065526	14928	13818	21244	19396	20300	22127
ENSG00000065534	302	206	332	345	266	211
ENSG00000065548	10741	8877	11916	8579	7542	5787
ENSG00000065559	5480	5448	7165	7317	6715	5773
ENSG00000065600	4819	4349	5656	5039	5179	4655
ENSG00000065609	7	3	16	44	3	6
ENSG00000065613	9041	8114	10644	7369	6125	5197
ENSG00000065615	3537	3217	4481	5221	4923	4105
ENSG00000065618	67	97	92	128	133	125
ENSG00000065621	117	101	134	71	63	46
ENSG00000065665	1655	1503	2061	1586	1567	1603
ENSG00000065675	3	2	3	39	5	2
ENSG00000065717	489	363	561	263	389	399
ENSG00000065802	3800	3415	4997	3254	3701	3670
ENSG00000065809	1810	1562	2368	2047	1915	1832
ENSG00000065833	12	8	16	65	3	2
ENSG00000065882	10961	10267	15071	15730	16714	16364
ENSG00000065883	9900	9441	13065	11037	11872	10799
ENSG00000065911	11934	10739	14256	9304	8891	6788
ENSG00000065923	9858	8958	13603	11888	11844	11017
ENSG00000065970	1625	1674	2229	2252	2521	2720
ENSG00000065978	48700	40377	58333	31008	32919	26436
ENSG00000065989	1547	1469	2171	1624	2199	2960
ENSG00000066027	4559	4047	5581	3832	3697	3020
ENSG00000066032	25	24	15	375	6	15
ENSG00000066044	11356	10630	15743	12454	15466	15806
ENSG00000066056	296	194	435	106	140	135
ENSG00000066084	14137	13636	19318	15805	16670	15154
ENSG00000066117	6731	6067	9120	7225	8062	8607
ENSG00000066135	0	0	0	0	0	0
ENSG00000066136	3194	2945	4522	2710	3296	3224
ENSG00000066185	7	8	4	11	1	5
ENSG00000066230	13	11	14	41	23	27
ENSG00000066248	3561	2935	4662	2204	2794	2967
ENSG00000066279	38661	34154	44967	39360	35560	27509
ENSG00000066294	0	0	0	11	0	0
ENSG00000066322	3281	2689	4083	2430	2979	2597
ENSG00000066336	1	1	1	12	0	2
ENSG00000066379	1987	1813	2120	1915	1987	1746
ENSG00000066382	10	1	6	117	87	89
ENSG00000066405	1	0	1	8	0	1
ENSG00000066422	3546	3143	4448	3427	3385	2698
ENSG00000066427	1993	1807	2334	2043	1856	1688
ENSG00000066455	4543	3905	5319	4352	4138	3396
ENSG00000066468	12686	11340	16603	13300	14654	13948
ENSG00000066557	7567	6853	8752	5742	5095	3880
ENSG00000066583	6807	5728	8511	3515	3761	2966
ENSG00000066629	12997	12673	17566	18284	18966	19405
ENSG00000066651	5197	4791	6212	6148	5387	4499
ENSG00000066654	8763	7905	10835	7981	7725	6074
ENSG00000066697	939	689	1133	642	739	787
ENSG00000066735	382	328	510	231	533	627
ENSG00000066739	7864	7503	10566	7863	7566	6578
ENSG00000066777	4422	4179	5725	4674	4311	3912
ENSG00000066813	0	0	0	7	0	0
ENSG00000066827	2666	2413	3501	2737	2981	2779
ENSG00000066855	2735	2407	3423	2903	2695	2320
ENSG00000066923	36	22	47	29	25	33
ENSG00000066926	1982	1810	2621	2282	2324	2028
ENSG00000066933	5840	5515	7760	6291	5845	5150
ENSG00000067048	16	9	7	8	5	7
ENSG00000067057	9323	8677	12506	8098	11574	12118
ENSG00000067064	5700	4849	5989	4409	3971	2906
ENSG00000067066	3558	3170	4179	3678	3351	3048
ENSG00000067082	2294	1941	2907	2222	2536	2484
ENSG00000067113	10900	9800	13890	8936	9544	8929
ENSG00000067141	5802	5620	8036	10633	10368	10293
ENSG00000067167	16411	14304	19517	12734	12326	8796
ENSG00000067177	4340	4112	5815	5097	5255	4610
ENSG00000067182	1987	1683	2460	2237	2958	3277
ENSG00000067191	689	596	886	709	835	1059
ENSG00000067208	7426	7260	9854	8284	7725	7049
ENSG00000067221	609	650	793	278	404	421
ENSG00000067225	115742	99316	142620	110344	125127	120308
ENSG00000067248	9118	7777	10790	7847	7218	5786
ENSG00000067334	12205	10289	13149	8500	7244	6235
ENSG00000067365	1135	1008	1428	1407	1584	1717
ENSG00000067369	10025	9449	12987	12908	12596	12131
ENSG00000067445	1292	1210	1609	579	695	760
ENSG00000067533	3259	2909	3949	3684	3310	2756
ENSG00000067560	19971	18160	25907	15945	16362	14566
ENSG00000067596	7342	7134	9940	9207	9235	8986
ENSG00000067601	264	275	329	259	252	235
ENSG00000067606	675	608	875	718	873	993
ENSG00000067646	18	10	12	22	5	24
ENSG00000067704	14041	12646	17925	19042	18500	16001
ENSG00000067715	9775	10460	13159	10680	9037	8107
ENSG00000067798	574	624	822	1086	805	792
ENSG00000067829	3723	3335	4876	2376	3222	3385
ENSG00000067836	928	903	1133	684	1060	1102
ENSG00000067840	296	259	357	225	360	373
ENSG00000067842	190	188	265	114	162	202
ENSG00000067900	7100	6110	8645	9306	8552	7387
ENSG00000067955	9966	8964	13199	8485	8643	7080
ENSG00000067992	6545	5939	8190	9845	9981	8898
ENSG00000068001	2250	2300	2839	2046	2689	2428
ENSG00000068024	13336	12771	18757	17127	21223	25053
ENSG00000068028	939	869	1079	737	936	977
ENSG00000068078	2040	1802	2568	1591	2718	3032
ENSG00000068079	935	672	1065	589	741	685
ENSG00000068097	4410	4277	5805	4830	5009	4572
ENSG00000068120	2278	1790	2669	1620	2242	2713
ENSG00000068137	1944	1745	2497	1087	2088	2343
ENSG00000068305	5606	5063	7294	7035	6515	5963
ENSG00000068308	4874	4284	6212	3670	4534	5071
ENSG00000068323	3182	2774	4056	2248	3242	3633
ENSG00000068354	1075	872	1538	1435	1774	1864
ENSG00000068366	16739	15083	20167	20639	18654	15229
ENSG00000068383	2455	2419	3368	4661	5821	6336
ENSG00000068394	3061	2352	3731	2405	2776	2736
ENSG00000068400	2910	2483	3788	2817	3301	3752
ENSG00000068438	4257	3834	5426	2996	3307	3155
ENSG00000068489	3419	2702	4164	2733	3231	3119
ENSG00000068615	211	172	203	190	155	161
ENSG00000068650	3387	3017	4717	3877	4707	5085
ENSG00000068654	8205	7452	11290	9631	11075	12025
ENSG00000068697	9909	7196	10484	6690	7025	5358
ENSG00000068724	1492	1368	1979	2038	2470	2970
ENSG00000068745	4429	3792	5508	4199	4725	4837
ENSG00000068781	873	717	1074	473	430	439
ENSG00000068784	4632	4372	5783	3737	3286	2947
ENSG00000068796	14411	12962	17877	12956	11917	10252
ENSG00000068831	9	8	13	4	9	7
ENSG00000068878	15280	14550	19467	17334	16130	14573
ENSG00000068885	0	0	0	0	0	0
ENSG00000068903	2085	1934	2914	2642	3143	3018
ENSG00000068912	5064	4469	5962	3580	3282	2737
