Gene_ID	H69ARSUP1	H69ARSUP2	H69ARSUP3	H69ARWT1	H69ARWT2	H69ARWT3
ENSG00000042088	2273	2096	2037	1457	1447	1392
ENSG00000042286	705	726	615	553	400	329
ENSG00000042304	1	5	2	0	0	1
ENSG00000042317	88	99	117	84	124	142
ENSG00000042429	78	93	84	145	70	107
ENSG00000042445	1163	1240	1094	823	1096	748
ENSG00000042493	425	426	459	1585	912	793
ENSG00000042753	2512	2771	2472	12998	5974	5476
ENSG00000042781	25	31	32	19	33	40
ENSG00000042813	0	0	0	3	4	0
ENSG00000042832	17	4	3	0	6	3
ENSG00000042980	0	0	0	0	0	0
ENSG00000043039	0	0	0	2	8	0
ENSG00000043093	3181	2770	2930	2380	3035	2873
ENSG00000043143	2234	2261	2313	1773	1773	1134
ENSG00000043355	2556	2468	2167	1258	1420	1052
ENSG00000043462	0	1	2	0	0	0
ENSG00000043514	1023	928	899	670	866	836
ENSG00000043591	4	5	0	5	2	4
ENSG00000044012	0	0	0	5	0	2
ENSG00000044090	584	612	492	749	526	439
ENSG00000044115	13258	13821	13641	11422	14329	11716
ENSG00000044446	1824	1976	1756	819	1268	877
ENSG00000044459	1464	1252	1262	1039	1248	1605
ENSG00000044524	9202	7864	7953	1372	2069	1886
ENSG00000044574	26916	28028	26470	17947	21278	17412
ENSG00000046604	4	0	0	2	0	0
ENSG00000046647	284	316	251	555	510	466
ENSG00000046651	2404	2279	2164	1135	1414	1462
ENSG00000046653	6300	6182	6019	2828	4292	3341
ENSG00000046774	0	0	0	0	0	0
ENSG00000046889	38	43	40	38	35	74
ENSG00000047056	1653	1673	1493	1347	1703	1555
ENSG00000047188	2835	2630	2599	1344	2065	1856
ENSG00000047230	2467	2394	2348	2691	2603	2452
ENSG00000047249	1507	1420	1299	1895	1722	1658
ENSG00000047315	7029	7229	7268	5973	9100	6640
ENSG00000047346	311	232	265	153	215	197
ENSG00000047365	1116	972	1010	277	439	418
ENSG00000047410	10401	10256	10363	4339	7053	5741
ENSG00000047457	1	5	3	2	3	1
ENSG00000047578	1131	1186	1184	693	868	633
ENSG00000047579	1059	1099	969	1953	1348	1427
ENSG00000047597	0	0	0	0	0	0
ENSG00000047617	1	0	1	6	4	2
ENSG00000047621	1396	1243	1251	763	1147	1103
ENSG00000047634	1403	1341	1208	757	998	908
ENSG00000047644	2016	1838	2001	493	632	443
ENSG00000047648	1320	1174	1165	651	951	1187
ENSG00000047662	217	199	204	59	100	142
ENSG00000047849	12348	12741	12680	9803	10922	8457
ENSG00000047932	356	295	267	135	262	234
ENSG00000047936	8	14	5	35	38	75
ENSG00000048028	1059	958	1047	1066	1417	1189
ENSG00000048052	20260	17811	17344	11180	17754	18860
ENSG00000048140	1507	1528	1476	2082	1685	1188
ENSG00000048162	0	0	0	0	0	0
ENSG00000048342	1501	1438	1537	1216	1581	1573
ENSG00000048392	806	703	678	564	779	699
ENSG00000048405	2076	1822	1753	1091	1342	1305
ENSG00000048462	0	0	0	0	0	0
ENSG00000048471	255	229	210	121	162	184
ENSG00000048540	4	10	8	10	11	10
ENSG00000048544	3045	2800	2727	3820	3704	3570
ENSG00000048545	0	0	0	0	0	1
ENSG00000048649	2994	2969	2668	1070	1519	1652
ENSG00000048707	2964	2811	2766	752	1097	940
ENSG00000048740	155	146	134	81	105	89
ENSG00000048828	5681	5474	5650	3167	4495	3422
ENSG00000048991	3381	3242	3472	1779	2813	2608
ENSG00000049089	407	425	398	478	418	270
ENSG00000049130	1787	1746	1681	894	1354	1262
ENSG00000049167	861	801	823	822	960	943
ENSG00000049192	239	166	192	110	168	270
ENSG00000049239	2941	2946	2928	1922	2389	1489
ENSG00000049245	3055	3090	2922	2635	2467	2287
ENSG00000049246	203	179	184	77	144	91
ENSG00000049247	4	1	2	6	4	0
ENSG00000049249	121	109	109	261	248	168
ENSG00000049283	7	9	7	10	11	4
ENSG00000049323	9878	10047	10046	3346	5365	4002
ENSG00000049449	913	857	811	1385	941	919
ENSG00000049540	1792	1786	1889	2252	1669	913
ENSG00000049541	3799	4234	3647	11245	8000	7117
ENSG00000049618	7817	7147	7409	2035	3087	3076
ENSG00000049656	9847	10101	9463	15934	11758	9946
ENSG00000049759	4208	3841	3962	2488	2630	2487
ENSG00000049768	12	16	4	12	11	6
ENSG00000049769	432	447	387	632	620	428
ENSG00000049860	7297	7081	7005	6412	7088	5851
ENSG00000049883	1110	1053	1169	964	1097	1088
ENSG00000050030	0	0	1	0	0	0
ENSG00000050130	0	0	0	0	0	0
ENSG00000050165	643	721	617	336	474	345
ENSG00000050327	0	0	0	0	0	0
ENSG00000050344	249	260	325	18	59	57
ENSG00000050393	2679	2482	2570	3377	2833	2602
ENSG00000050405	10122	9753	10073	5853	8210	6937
ENSG00000050426	2039	2099	1740	1635	1478	1358
ENSG00000050438	86	97	108	120	146	146
ENSG00000050555	773	846	711	1107	971	711
ENSG00000050628	44	40	33	35	65	37
ENSG00000050730	0	0	0	0	0	0
ENSG00000050748	2086	1961	1956	1846	2113	1782
ENSG00000050767	186	193	147	49	28	31
ENSG00000050820	8326	8810	8258	10369	7405	5196
ENSG00000051009	921	916	814	576	569	367
ENSG00000051108	2488	2433	2228	1615	1569	1313
ENSG00000051128	697	668	634	955	639	441
ENSG00000051180	721	749	602	1063	914	919
ENSG00000051341	1071	948	933	284	474	507
ENSG00000051382	1023	954	1021	711	837	861
ENSG00000051523	2	1	3	16	19	9
ENSG00000051596	1797	1831	1676	2760	2610	2115
ENSG00000051620	1215	1163	1066	1491	1205	1070
ENSG00000051825	3280	3111	3043	1393	1879	1831
ENSG00000052126	3216	3207	2979	1059	1373	1748
ENSG00000052344	8	14	10	26	22	18
ENSG00000052723	2036	1808	1971	1731	1987	1872
ENSG00000052749	2944	3144	2762	4283	3252	2579
ENSG00000052795	657	523	582	132	221	200
ENSG00000052802	2112	1927	1857	1856	1780	1722
ENSG00000052841	2732	2775	2555	1065	1562	1422
ENSG00000052850	27	33	21	7	16	18
ENSG00000053108	45	64	58	56	66	52
ENSG00000053254	3940	3429	3568	1232	1942	1639
ENSG00000053328	1	3	4	0	0	0
ENSG00000053371	3194	3155	3077	9228	5161	4506
ENSG00000053372	5262	5661	5048	10668	7050	6600
ENSG00000053438	0	0	0	0	0	0
ENSG00000053501	736	831	713	1461	1059	1020
ENSG00000053524	126	130	116	203	207	163
ENSG00000053702	0	0	0	0	0	0
ENSG00000053747	8	9	20	5	8	2
ENSG00000053770	2018	1860	1840	1248	1843	1537
ENSG00000053900	1467	1412	1417	1008	1211	1304
ENSG00000053918	93	91	78	30	20	32
ENSG00000054116	1495	1593	1407	2309	1888	1696
ENSG00000054118	6526	6715	6633	3804	5463	4549
ENSG00000054148	1337	1387	1276	5095	2589	2421
ENSG00000054179	60	52	61	96	61	38
ENSG00000054219	0	0	0	0	0	0
ENSG00000054267	1578	1382	1444	516	730	793
ENSG00000054277	131	155	158	72	90	114
ENSG00000054282	1129	1044	970	866	1028	1229
ENSG00000054356	20	17	21	8	11	10
ENSG00000054392	1137	991	925	938	1229	1442
ENSG00000054523	7801	7728	7658	3066	4368	3656
ENSG00000054598	6613	6248	5713	3389	4383	2968
ENSG00000054611	921	746	729	1210	880	795
ENSG00000054654	954	733	808	245	276	582
ENSG00000054690	44	34	28	30	35	28
ENSG00000054793	3653	3438	3154	443	853	582
ENSG00000054796	0	0	0	4	1	0
ENSG00000054803	0	0	0	0	0	0
ENSG00000054938	17	21	15	14	18	12
ENSG00000054965	4226	3998	4075	1943	2594	1867
ENSG00000054967	1134	1132	967	848	792	507
ENSG00000054983	288	225	260	0	2	0
ENSG00000055044	3590	3636	3451	2116	3170	2926
ENSG00000055070	44	40	36	43	18	64
ENSG00000055118	5590	6025	6173	13509	10162	6477
ENSG00000055130	8962	9481	8777	5565	7482	6719
ENSG00000055147	916	856	813	612	753	702
ENSG00000055163	633	692	739	742	1027	612
ENSG00000055208	12196	11284	11263	5544	7381	7315
ENSG00000055211	1329	1289	1171	1634	1379	1263
ENSG00000055332	3283	2896	3055	2672	3521	3418
ENSG00000055483	2989	2994	2757	2003	2296	1681
ENSG00000055609	9348	8594	8727	1607	2782	2872
ENSG00000055732	0	0	0	0	0	0
ENSG00000055813	0	0	0	0	0	0
ENSG00000055917	6629	5809	5953	3729	5218	4871
ENSG00000055950	1607	1572	1528	3441	2406	2048
ENSG00000055955	0	0	0	0	0	0
ENSG00000055957	0	1	0	0	0	0
ENSG00000056050	780	826	790	939	841	882
ENSG00000056097	4889	4682	4709	4159	6123	5201
ENSG00000056277	729	637	638	556	718	713
ENSG00000056291	0	0	0	2	1	2
ENSG00000056487	685	702	692	300	450	388
ENSG00000056558	37	42	33	31	27	8
ENSG00000056586	3994	3370	3724	1818	2426	2162
ENSG00000056736	960	898	914	775	1086	781
ENSG00000056972	18	17	23	6	17	5
ENSG00000056998	9	2	8	20	7	12
ENSG00000057019	1578	1450	1313	497	748	530
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	2983	2807	2745	2086	2574	2021
ENSG00000057294	448	390	511	1253	1660	1433
ENSG00000057468	234	220	246	61	58	76
ENSG00000057593	3	0	0	3	0	0
ENSG00000057608	10108	9765	9673	10320	12335	11652
ENSG00000057657	2	6	1	4	1	6
ENSG00000057663	2655	2369	2357	2329	2318	2765
ENSG00000057704	0	0	0	4	7	0
ENSG00000057757	4679	4758	4231	3940	3325	3138
ENSG00000057935	2102	1983	1875	2482	2586	2535
ENSG00000058056	2619	2580	2584	1876	1893	1792
ENSG00000058063	3778	3291	3538	1761	2451	2354
ENSG00000058085	53	63	65	17	13	11
ENSG00000058091	5716	5140	5130	2332	3163	3883
ENSG00000058262	1831	1903	1728	825	1416	581
ENSG00000058272	3845	3279	3336	779	1714	1485
ENSG00000058335	2	1	5	11	3	8
ENSG00000058404	11	21	11	54	34	23
ENSG00000058453	17125	19061	18363	17405	13786	10528
ENSG00000058600	2449	2382	2415	2088	2297	1791
ENSG00000058668	151	155	166	379	527	384
ENSG00000058673	2	1	2	8	4	5
ENSG00000058729	0	0	0	0	0	0
ENSG00000058799	1091	1120	1068	981	912	933
ENSG00000058804	5607	5110	5450	3889	4351	3524
ENSG00000058866	70	46	68	211	231	237
ENSG00000059122	7937	7912	7435	6773	5559	3366
ENSG00000059145	1375	1388	1110	476	412	370
ENSG00000059377	473	452	477	649	600	497
ENSG00000059378	960	944	926	1728	1585	1200
ENSG00000059573	10074	9833	9827	7769	8316	5990
ENSG00000059588	2391	2277	2272	1656	2034	1627
ENSG00000059691	721	798	690	802	736	598
ENSG00000059728	521	434	468	195	306	216
ENSG00000059758	2728	2319	2373	1342	1872	1791
ENSG00000059769	0	0	0	0	0	0
ENSG00000059804	624	559	530	3	3	3
ENSG00000059915	103	119	135	413	301	184
ENSG00000060069	2519	2550	2428	2029	1573	1196
ENSG00000060138	4603	4882	4761	8431	7290	6642
ENSG00000060140	2	0	0	0	5	1
ENSG00000060237	12844	12110	12635	3663	6648	4654
ENSG00000060303	0	0	0	0	0	0
ENSG00000060339	5989	5502	5545	2427	3340	3121
ENSG00000060491	1550	1655	1496	2732	1603	1365
ENSG00000060558	24	13	12	149	72	76
ENSG00000060566	0	0	0	0	1	6
ENSG00000060642	523	495	492	506	465	316
ENSG00000060656	2009	2108	2106	848	749	451
ENSG00000060688	2547	2554	2398	3707	3400	3085
ENSG00000060709	2	10	5	9	3	6
ENSG00000060718	5	0	1	3	7	0
ENSG00000060749	4901	4159	4633	1676	2490	2404
ENSG00000060762	837	856	847	1331	1011	965
ENSG00000060971	972	1072	1055	1789	1434	1176
ENSG00000060982	1525	1275	1452	1612	2029	1986
ENSG00000061273	5314	5312	5292	3853	3473	2419
ENSG00000061337	4352	4245	4108	1864	2106	1339
ENSG00000061455	901	910	854	552	729	804
ENSG00000061492	0	0	0	0	0	0
ENSG00000061656	226	182	213	236	140	150
ENSG00000061676	9445	8554	8602	4935	6321	5746
ENSG00000061794	2169	2092	2167	2754	2853	2604
ENSG00000061918	1032	958	1124	911	994	826
ENSG00000061936	3441	3486	3183	3091	2792	2493
ENSG00000061938	6290	6463	6032	5316	4038	3041
ENSG00000061987	2706	2455	2405	951	1585	1466
ENSG00000062038	3147	3340	3130	2172	2314	1475
ENSG00000062096	0	0	0	3	0	0
ENSG00000062194	4870	4690	4613	2801	3497	3568
ENSG00000062282	596	541	521	1446	1257	916
ENSG00000062370	189	191	157	84	143	150
ENSG00000062485	9576	10176	9775	8620	10152	7413
ENSG00000062524	88	80	95	64	71	51
ENSG00000062582	0	0	0	0	0	0
ENSG00000062598	36	25	35	12	10	22
ENSG00000062650	2541	2816	2860	1286	1942	1849
ENSG00000062716	5798	5212	4942	4958	5707	5648
ENSG00000062725	3364	2982	3001	2150	2616	2375
ENSG00000062822	2826	2870	2679	8824	5915	3802
ENSG00000063015	0	0	0	0	0	0
ENSG00000063046	79	73	67	26	21	57
ENSG00000063127	54	45	47	34	32	13
ENSG00000063169	0	0	0	0	0	0
ENSG00000063176	1601	1639	1530	2106	1627	1135
ENSG00000063177	15968	17176	16327	67939	34788	30944
ENSG00000063180	1	0	1	0	2	0
ENSG00000063241	1766	1805	1686	10495	5108	4806
ENSG00000063244	5578	6095	5743	6481	7709	4265
ENSG00000063245	6759	6989	6976	17421	10444	7872
ENSG00000063322	1832	1887	1865	2089	2106	1631
ENSG00000063438	0	0	0	0	0	0
ENSG00000063515	3	1	6	0	0	0
ENSG00000063587	2707	2589	2606	1068	1832	1147
ENSG00000063601	3387	3399	3194	2690	2950	2409
ENSG00000063660	5195	5435	5321	10005	6829	3921
ENSG00000063761	355	331	293	416	234	237
ENSG00000063854	1767	1731	1632	3073	2053	1594
ENSG00000063978	4913	4962	4565	4610	4376	3638
ENSG00000064012	1178	1142	1043	938	976	851
ENSG00000064042	15	24	26	81	127	102
ENSG00000064102	1560	1596	1471	1083	1461	1546
ENSG00000064115	2452	2416	2310	1593	2652	1705
ENSG00000064195	229	253	243	330	390	284
ENSG00000064199	31	39	25	18	68	57
ENSG00000064201	27	36	30	20	12	7
ENSG00000064205	0	0	0	0	0	0
ENSG00000064218	811	812	774	739	592	542
ENSG00000064225	10	7	10	7	7	16
ENSG00000064270	33	45	34	19	22	16
ENSG00000064300	29	33	47	10	26	17
ENSG00000064309	3311	3057	3024	1150	2050	1582
ENSG00000064313	2695	2395	2339	1544	2077	1989
ENSG00000064393	9403	8477	8691	2164	3918	2721
ENSG00000064419	9208	8786	8502	3737	5932	4702
ENSG00000064489	0	0	0	0	0	0
ENSG00000064490	1638	1724	1633	2380	1383	1350
ENSG00000064545	2430	2679	2349	5425	2985	2337
ENSG00000064547	405	454	381	343	312	229
ENSG00000064601	2604	2489	2243	2628	2287	1634
ENSG00000064607	11138	11376	10346	6963	7814	6118
ENSG00000064651	8289	6914	6920	2815	3653	3654
ENSG00000064652	1676	1703	1648	1576	1582	1628
ENSG00000064655	10	12	8	485	392	381
ENSG00000064666	11787	11905	11612	11588	9683	6513
ENSG00000064687	838	973	909	997	724	523
ENSG00000064692	481	406	436	579	947	805
ENSG00000064703	1720	1633	1666	1078	1410	1223
ENSG00000064726	0	0	0	0	0	0
ENSG00000064763	501	500	432	302	351	388
ENSG00000064787	8	1	7	4	4	3
ENSG00000064835	0	1	2	1	2	2
ENSG00000064886	1	0	2	0	0	2
ENSG00000064932	3461	3487	3427	4522	3408	2275
ENSG00000064933	1282	1066	1136	987	1189	1344
ENSG00000064961	3979	4055	4058	9536	5702	4333
ENSG00000064989	0	0	0	0	0	0
ENSG00000064995	436	464	396	283	341	252
ENSG00000064999	4153	3883	3869	1909	2325	1759
ENSG00000065000	17409	18135	17398	14120	12278	9718
ENSG00000065029	721	767	664	1164	1075	845
ENSG00000065054	2952	3033	2978	3630	2511	1945
ENSG00000065057	1684	1705	1670	7632	3294	3147
ENSG00000065060	4017	3729	3674	1150	2052	1678
ENSG00000065135	5840	5542	5403	5196	6133	5847
ENSG00000065150	12033	11332	11285	9623	12628	10920
ENSG00000065154	845	902	898	1055	1394	1329
ENSG00000065183	2668	2662	2587	1563	2590	1967
ENSG00000065243	4283	3550	3835	1919	2977	2812
ENSG00000065268	3141	3160	2996	8175	4319	3504
ENSG00000065308	61	72	53	47	42	88
ENSG00000065320	151	129	151	161	129	61
ENSG00000065325	0	0	0	0	0	0
ENSG00000065328	1343	1358	1169	1402	1641	1619
ENSG00000065357	309	292	272	318	353	282
ENSG00000065361	52	31	49	55	43	40
ENSG00000065371	0	0	0	0	0	0
ENSG00000065413	942	851	789	372	590	588
ENSG00000065427	6036	6469	6295	8923	8760	8482
ENSG00000065457	307	307	267	194	276	195
ENSG00000065485	1141	1194	1105	1564	1373	1159
ENSG00000065491	1215	1193	1143	754	777	626
ENSG00000065518	2130	2314	2175	4182	3494	2937
ENSG00000065526	10478	10875	10839	2284	4424	2726
ENSG00000065534	7	10	6	5	8	15
ENSG00000065548	3289	3261	3248	2805	3433	3624
ENSG00000065559	1844	1822	1796	871	1228	1164
ENSG00000065600	2001	1973	1789	2137	2335	2006
ENSG00000065609	3	5	0	0	0	1
ENSG00000065613	2008	1814	1839	1142	1661	1578
ENSG00000065615	1072	939	966	679	810	752
ENSG00000065618	21	22	29	22	39	17
ENSG00000065621	49	50	21	36	51	40
ENSG00000065665	1177	1128	1019	579	773	570
ENSG00000065675	1	0	0	3	2	0
ENSG00000065717	900	795	897	1166	853	637
ENSG00000065802	2270	2296	2041	1949	1590	1373
ENSG00000065809	538	461	500	679	759	629
ENSG00000065833	1	0	0	1	0	2
ENSG00000065882	5270	5320	4868	3579	3531	3318
ENSG00000065883	3719	3508	3703	1442	2216	1857
ENSG00000065911	1827	1823	1611	1350	2135	1557
ENSG00000065923	3878	3705	3542	1623	1779	1662
ENSG00000065970	1497	1487	1402	577	989	614
ENSG00000065978	38306	38984	37999	57818	51142	45909
ENSG00000065989	1887	1847	1893	2179	2656	1680
ENSG00000066027	1792	1521	1673	1514	1808	1561
ENSG00000066032	2	1	0	9	5	3
ENSG00000066044	10098	9961	9740	11551	10286	8550
ENSG00000066056	28	30	29	149	103	71
ENSG00000066084	5951	5581	5531	3266	4982	4040
ENSG00000066117	6429	6928	6568	5381	5785	4053
ENSG00000066135	0	0	0	0	0	0
ENSG00000066136	2004	1926	1930	2277	2132	1865
ENSG00000066185	3	0	2	0	1	3
ENSG00000066230	25	26	30	24	27	17
ENSG00000066248	3779	3928	3678	5425	4039	3382
ENSG00000066279	10764	9786	10343	1617	2647	2327
ENSG00000066294	0	0	0	0	0	0
ENSG00000066322	3076	3138	2992	3874	3279	2304
ENSG00000066336	3	1	0	0	2	0
ENSG00000066379	580	544	553	1121	593	585
ENSG00000066382	23	11	20	42	56	66
ENSG00000066405	46	31	64	27	25	39
ENSG00000066422	1137	1008	1080	497	806	699
ENSG00000066427	679	716	591	419	470	612
ENSG00000066455	1453	1420	1449	952	1306	1264
ENSG00000066468	7019	6989	6930	3546	5211	4129
ENSG00000066557	1332	1104	1171	680	1261	960
ENSG00000066583	3085	3047	2770	3803	4268	3394
ENSG00000066629	4730	4668	4537	2461	3148	2864
ENSG00000066651	1469	1315	1253	1162	1347	1561
ENSG00000066654	0	0	0	0	0	0
ENSG00000066697	804	719	626	497	626	509
ENSG00000066735	322	313	327	201	190	98
ENSG00000066739	2349	2126	2215	598	1095	862
ENSG00000066777	1292	1195	1160	526	831	866
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	502	487	429	441	627	505
ENSG00000066855	1126	894	874	1016	1073	1145
ENSG00000066923	41	31	45	25	27	17
ENSG00000066926	1396	1451	1354	1159	1322	1116
ENSG00000066933	770	719	766	207	495	516
ENSG00000067048	0	0	0	0	0	0
ENSG00000067057	12189	12356	10830	7240	8098	5707
ENSG00000067064	141	154	131	101	134	104
ENSG00000067066	855	857	787	519	646	656
ENSG00000067082	1664	1572	1440	679	895	655
ENSG00000067113	4214	4011	3917	3864	4676	4185
ENSG00000067141	2059	1957	1742	1327	1733	1036
ENSG00000067167	6175	5354	5539	3492	4452	3741
ENSG00000067177	1957	1821	1920	1177	1685	1342
ENSG00000067182	2317	2245	2231	2550	1889	1506
ENSG00000067191	347	367	325	210	207	127
ENSG00000067208	1313	1155	1223	990	1107	1610
ENSG00000067221	263	321	235	531	363	208
ENSG00000067225	88772	94565	90077	147378	119279	92578
ENSG00000067248	341	313	298	130	219	196
ENSG00000067334	2791	2951	2725	2488	3226	3232
ENSG00000067365	703	792	681	838	645	496
ENSG00000067369	3239	3327	3099	1562	2546	1985
ENSG00000067445	901	942	894	784	862	661
ENSG00000067533	1066	1143	1083	912	893	1052
ENSG00000067560	12599	13037	13201	19699	17336	14154
ENSG00000067596	3660	3918	3554	2330	2806	2238
ENSG00000067601	121	104	79	151	129	115
ENSG00000067606	223	219	203	267	213	175
ENSG00000067646	0	0	0	0	0	0
ENSG00000067704	9089	8879	8909	6217	7617	6229
ENSG00000067715	342	225	257	122	169	426
ENSG00000067798	92	74	63	13	7	10
ENSG00000067829	3365	3519	3354	8283	4905	4103
ENSG00000067836	248	263	253	532	410	236
ENSG00000067840	457	426	511	754	639	449
ENSG00000067842	87	82	88	181	199	89
ENSG00000067900	2704	2518	2460	678	1122	1111
ENSG00000067955	5375	4770	4571	5001	5176	4786
ENSG00000067992	8156	7590	7898	3460	3613	3817
ENSG00000068001	1572	1673	1574	3485	2509	1811
ENSG00000068024	6213	5785	5721	3086	3508	2549
ENSG00000068028	1018	1074	953	951	796	701
ENSG00000068078	3688	3743	3955	2311	3060	1624
ENSG00000068079	191	204	236	506	368	321
ENSG00000068097	2078	2169	1939	1401	2087	1396
ENSG00000068120	2652	2813	2606	4608	3625	3171
ENSG00000068137	2682	2750	2582	4944	3361	1977
ENSG00000068305	2002	1754	1682	622	1144	964
ENSG00000068308	4486	4332	4259	6216	5570	4289
ENSG00000068323	3238	3449	3152	2291	2756	1864
ENSG00000068354	985	993	944	1144	944	608
ENSG00000068366	3679	3175	3214	2147	3114	2675
ENSG00000068383	1890	1814	1780	852	957	825
ENSG00000068394	1767	2009	1913	2607	2107	2008
ENSG00000068400	2896	2950	2697	2089	2104	1914
ENSG00000068438	2505	2564	2494	3944	3287	2923
ENSG00000068489	2640	2551	2631	983	1153	1143
ENSG00000068615	67	52	45	105	95	74
ENSG00000068650	2322	2204	2063	695	1370	878
ENSG00000068654	4852	5105	4796	3029	3499	2702
ENSG00000068697	7194	6935	6882	10902	10804	7810
ENSG00000068724	210	208	197	259	309	198
ENSG00000068745	3340	3379	3066	3615	3619	2909
ENSG00000068781	258	276	261	220	278	286
ENSG00000068784	803	801	743	597	756	799
ENSG00000068796	0	0	0	2	0	0
ENSG00000068831	23	21	22	52	18	18
ENSG00000068878	5202	4834	4732	2329	3185	3025
ENSG00000068885	0	0	0	0	0	0
ENSG00000068903	1636	1665	1528	3216	2138	1691
ENSG00000068912	0	0	0	0	0	0
ENSG00000068971	509	529	485	239	210	170
ENSG00000068976	57	74	62	26	13	11
ENSG00000068985	1	0	4	56	33	46
ENSG00000069011	2506	2333	2254	4873	2642	1953
ENSG00000069018	9	16	6	1	1	0
ENSG00000069020	380	385	354	99	129	114
ENSG00000069122	0	0	0	0	0	0
ENSG00000069188	53	68	50	136	104	102
ENSG00000069206	0	0	0	0	0	0
ENSG00000069248	4333	4204	4135	3140	4112	3497
ENSG00000069275	26162	24451	25420	15586	20603	17249
ENSG00000069329	4308	4284	4249	3899	5381	4612
ENSG00000069345	3263	3241	3136	3364	3771	3790
ENSG00000069399	2135	2212	1905	2029	1344	1036
ENSG00000069424	346	382	340	619	522	369
ENSG00000069431	2	2	0	0	0	0
ENSG00000069482	122	92	78	133	85	69
ENSG00000069493	433	370	408	116	174	214
ENSG00000069509	501	502	485	702	671	661
ENSG00000069535	0	0	0	0	0	0
ENSG00000069667	2	4	3	5	10	2
ENSG00000069696	223	209	245	145	143	105
ENSG00000069702	301	239	281	239	305	266
ENSG00000069764	39	48	27	0	9	17
ENSG00000069812	127	139	168	320	261	192
ENSG00000069849	9571	9737	8836	13643	12490	11671
ENSG00000069869	2029	1781	1744	825	1257	1274
ENSG00000069943	197	142	158	99	151	151
ENSG00000069956	1151	1194	1052	376	742	487
ENSG00000069966	368	266	244	549	312	460
ENSG00000069974	174	154	113	197	195	216
ENSG00000069998	3714	3843	3629	7193	4512	3769
ENSG00000070010	3095	3016	2809	5176	4546	4140
ENSG00000070018	209	181	171	85	56	128
ENSG00000070019	1	2	0	1	1	0
ENSG00000070031	12	14	11	3	1	5
ENSG00000070047	10684	10981	10471	7342	6411	4876
ENSG00000070061	2620	2592	2475	1814	2370	2163
ENSG00000070081	1792	1754	1729	1250	1524	1458
ENSG00000070087	4669	4496	4434	4286	6925	4627
ENSG00000070159	2407	2458	2435	1443	1997	1675
